transaction_date,channel,payment_method,transactions,net_revenue
2024-01-17,in_store,mobile_pay,1,1774.55
2024-01-17,mobile_app,credit_card,2,2256.8
2024-01-17,online,credit_card,3,3267.0499999999997
2024-01-17,online,gift_card,2,5896.6
2024-01-17,online,mobile_pay,2,2933.49
2024-01-18,in_store,cash,1,994.95
2024-01-18,in_store,debit_card,1,116.31
2024-01-18,in_store,gift_card,1,2185.4
2024-01-18,mobile_app,credit_card,1,388.71
2024-01-18,mobile_app,debit_card,2,1613.27
2024-01-18,mobile_app,gift_card,1,2459.05
2024-01-18,online,cash,1,1550.66
2024-01-18,online,gift_card,1,1169.3
2024-01-18,online,mobile_pay,2,1323.52
2024-01-19,in_store,cash,2,1055.08
2024-01-19,in_store,credit_card,1,82.51
2024-01-19,in_store,gift_card,2,982.25
2024-01-19,mobile_app,cash,1,137.75
2024-01-19,mobile_app,debit_card,1,1618.96
2024-01-19,mobile_app,gift_card,1,569.87
2024-01-19,mobile_app,mobile_pay,1,489.12
2024-01-19,online,cash,1,129.94
2024-01-19,online,credit_card,1,2411.12
2024-01-19,online,debit_card,1,545.48
2024-01-19,online,gift_card,1,2078.85
2024-01-19,online,mobile_pay,1,1806.33
2024-01-20,in_store,cash,2,2460.16
2024-01-20,in_store,debit_card,1,518.76
2024-01-20,in_store,mobile_pay,2,787.6500000000001
2024-01-20,mobile_app,cash,1,1462.05
2024-01-20,mobile_app,credit_card,1,1238.49
2024-01-20,mobile_app,gift_card,1,1286.3
2024-01-20,mobile_app,mobile_pay,1,1709.61
2024-01-20,online,cash,1,1419.64
2024-01-20,online,debit_card,1,310.2
2024-01-20,online,gift_card,3,3672.88
2024-01-20,online,mobile_pay,2,3888.9
2024-01-21,in_store,cash,1,1731.24
2024-01-21,in_store,credit_card,1,397.48
2024-01-21,in_store,debit_card,1,304.56
2024-01-21,in_store,gift_card,1,1716.28
2024-01-21,in_store,mobile_pay,1,112.44
2024-01-21,mobile_app,cash,3,4237.530000000001
2024-01-21,mobile_app,credit_card,2,2215.77
2024-01-21,mobile_app,debit_card,1,1154.16
2024-01-21,mobile_app,gift_card,1,247.1
2024-01-21,mobile_app,mobile_pay,1,137.75
2024-01-21,online,cash,1,653.06
2024-01-21,online,credit_card,1,33.66
2024-01-21,online,mobile_pay,1,2722.15
2024-01-22,mobile_app,cash,1,1371.5
2024-01-22,mobile_app,credit_card,2,1938.15
2024-01-22,mobile_app,debit_card,3,3817.17
2024-01-22,mobile_app,mobile_pay,1,123.93
2024-01-22,online,cash,1,203.18
2024-01-22,online,credit_card,1,417.93
2024-01-22,online,mobile_pay,2,398.3
2024-01-23,in_store,credit_card,1,2145.35
2024-01-23,in_store,gift_card,1,1275.16
2024-01-23,in_store,mobile_pay,2,2193.71
2024-01-23,mobile_app,credit_card,3,1576.24
2024-01-23,mobile_app,gift_card,1,701.58
2024-01-23,mobile_app,mobile_pay,2,1756.57
2024-01-23,online,cash,2,3499.91
2024-01-23,online,debit_card,2,1233.6
2024-01-23,online,gift_card,1,348.93
2024-01-24,in_store,cash,1,1008.47
2024-01-24,in_store,credit_card,3,1973.3
2024-01-24,in_store,gift_card,1,2238.55
2024-01-24,mobile_app,credit_card,1,1967.24
2024-01-24,online,credit_card,1,1064.73
2024-01-24,online,debit_card,2,2249.18
2024-01-24,online,gift_card,2,263.98
2024-01-24,online,mobile_pay,1,47.85
2024-01-25,in_store,cash,1,1426.05
2024-01-25,in_store,credit_card,1,822.9
2024-01-25,in_store,gift_card,1,411.07
2024-01-25,in_store,mobile_pay,1,1006.65
2024-01-25,mobile_app,cash,1,241.98
2024-01-25,mobile_app,credit_card,1,589.05
2024-01-25,mobile_app,debit_card,1,3013.9
2024-01-25,mobile_app,gift_card,3,3333.5200000000004
2024-01-25,mobile_app,mobile_pay,1,591.8
2024-01-25,online,cash,2,556.53
2024-01-25,online,gift_card,2,2159.7
2024-01-26,in_store,debit_card,2,1379.8899999999999
2024-01-26,mobile_app,cash,1,110.56
2024-01-26,mobile_app,credit_card,1,1651.32
2024-01-26,mobile_app,mobile_pay,3,3365.59
2024-01-26,online,credit_card,2,1914.8
2024-01-26,online,debit_card,1,104.36
2024-01-26,online,gift_card,1,1967.24
2024-01-27,in_store,cash,1,1999.2
2024-01-27,in_store,credit_card,1,184.26
2024-01-27,in_store,debit_card,1,488.55
2024-01-27,in_store,mobile_pay,1,1630.47
2024-01-27,mobile_app,cash,3,474.37
2024-01-27,mobile_app,gift_card,3,1104.87
2024-01-27,online,debit_card,2,1217.5
2024-01-28,in_store,cash,1,426.08
2024-01-28,in_store,debit_card,1,798.9
2024-01-28,in_store,mobile_pay,1,1556.2
2024-01-28,mobile_app,credit_card,1,2436.75
2024-01-28,mobile_app,mobile_pay,3,3975.84
2024-01-28,online,cash,1,1108.2
2024-01-28,online,debit_card,1,1246.7
2024-01-28,online,mobile_pay,2,678.62
2024-01-29,in_store,cash,1,322.68
2024-01-29,in_store,debit_card,1,2279.48
2024-01-29,in_store,mobile_pay,1,2882.95
2024-01-29,mobile_app,cash,1,484.96
2024-01-29,mobile_app,credit_card,1,2075.72
2024-01-29,online,mobile_pay,1,1108.81
2024-01-30,in_store,cash,3,2445.35
2024-01-30,in_store,credit_card,1,1620.52
2024-01-30,in_store,debit_card,3,3255.78
2024-01-30,mobile_app,gift_card,1,2306.36
2024-01-30,mobile_app,mobile_pay,2,591.14
2024-01-30,online,cash,3,3993.87
2024-01-30,online,credit_card,1,382.86
2024-01-31,in_store,credit_card,2,3808.33
2024-01-31,in_store,gift_card,2,1076.17
2024-01-31,in_store,mobile_pay,1,1108.2
2024-01-31,mobile_app,cash,5,5159.0599999999995
2024-01-31,mobile_app,credit_card,1,388.4
2024-01-31,online,cash,1,577.08
2024-01-31,online,credit_card,1,558.66
2024-01-31,online,debit_card,1,3473.1
2024-01-31,online,gift_card,2,1340.29
2024-01-31,online,mobile_pay,1,1824.3
2024-02-01,in_store,cash,1,1617.12
2024-02-01,in_store,credit_card,2,596.8199999999999
2024-02-01,in_store,gift_card,1,1153.18
2024-02-01,in_store,mobile_pay,1,1523.4
2024-02-01,mobile_app,cash,1,1678.74
2024-02-01,mobile_app,credit_card,2,2069.9
2024-02-01,mobile_app,mobile_pay,1,440.8
2024-02-01,online,cash,1,1006.65
2024-02-01,online,debit_card,1,1306.12
2024-02-01,online,gift_card,1,1426.05
2024-02-01,online,mobile_pay,1,844.6
2024-02-02,in_store,cash,1,406.36
2024-02-02,in_store,debit_card,1,473.44
2024-02-02,mobile_app,credit_card,2,3416.58
2024-02-02,mobile_app,debit_card,1,122.8
2024-02-02,mobile_app,mobile_pay,1,304.27
2024-02-02,online,credit_card,1,399.84
2024-02-02,online,debit_card,3,1902.95
2024-02-03,in_store,cash,2,1486.29
2024-02-03,in_store,credit_card,1,553.36
2024-02-03,in_store,debit_card,1,955.39
2024-02-03,in_store,mobile_pay,3,1742.49
2024-02-03,mobile_app,cash,1,603.99
2024-02-03,online,cash,2,3986.0
2024-02-03,online,mobile_pay,1,1240.81
2024-02-04,in_store,credit_card,2,3883.38
2024-02-04,in_store,gift_card,3,2262.06
2024-02-04,mobile_app,credit_card,1,541.61
2024-02-04,mobile_app,mobile_pay,1,257.16
2024-02-04,online,credit_card,1,1789.11
2024-02-04,online,debit_card,2,2153.46
2024-02-04,online,gift_card,3,3617.0
2024-02-04,online,mobile_pay,2,2321.4
2024-02-05,in_store,credit_card,2,2527.24
2024-02-05,in_store,debit_card,3,4336.26
2024-02-05,in_store,gift_card,1,1191.18
2024-02-05,mobile_app,cash,1,252.98
2024-02-05,mobile_app,gift_card,3,1044.02
2024-02-05,online,cash,1,1326.6
2024-02-05,online,debit_card,2,1913.3600000000001
2024-02-06,in_store,debit_card,1,2166.44
2024-02-06,in_store,mobile_pay,1,49.57
2024-02-06,mobile_app,cash,1,1847.99
2024-02-06,mobile_app,gift_card,1,188.94
2024-02-06,mobile_app,mobile_pay,1,1110.83
2024-02-06,online,cash,1,49.74
2024-02-06,online,credit_card,4,3463.3
2024-02-06,online,debit_card,2,3776.19
2024-02-06,online,mobile_pay,1,1322.66
2024-02-07,in_store,cash,1,1954.2
2024-02-07,in_store,credit_card,1,412.37
2024-02-07,in_store,debit_card,2,413.9
2024-02-07,in_store,gift_card,1,810.26
2024-02-07,mobile_app,credit_card,1,327.28
2024-02-07,mobile_app,debit_card,1,1656.99
2024-02-07,mobile_app,mobile_pay,2,201.96
2024-02-07,online,cash,2,1023.24
2024-02-07,online,gift_card,1,940.71
2024-02-07,online,mobile_pay,1,406.78
2024-02-08,in_store,cash,1,276.76
2024-02-08,in_store,debit_card,2,1294.78
2024-02-08,in_store,gift_card,1,1347.92
2024-02-08,mobile_app,cash,2,3213.21
2024-02-08,mobile_app,credit_card,2,2598.13
2024-02-08,mobile_app,debit_card,1,576.59
2024-02-08,mobile_app,gift_card,1,1232.01
2024-02-08,online,cash,3,2708.78
2024-02-08,online,credit_card,1,368.5
2024-02-08,online,debit_card,1,810.26
2024-02-08,online,gift_card,1,491.2
2024-02-09,in_store,cash,2,2943.48
2024-02-09,in_store,credit_card,1,653.06
2024-02-09,in_store,debit_card,1,1214.22
2024-02-09,in_store,mobile_pay,1,108.28
2024-02-09,mobile_app,cash,2,1820.23
2024-02-09,mobile_app,mobile_pay,3,3182.02
2024-02-09,online,cash,1,589.05
2024-02-09,online,debit_card,1,2715.72
2024-02-09,online,gift_card,1,161.34
2024-02-09,online,mobile_pay,2,1196.19
2024-02-10,in_store,cash,1,89.43
2024-02-10,in_store,debit_card,2,2467.9900000000002
2024-02-10,in_store,gift_card,1,694.62
2024-02-10,in_store,mobile_pay,2,1783.84
2024-02-10,mobile_app,credit_card,1,135.5
2024-02-10,online,cash,1,1832.98
2024-02-10,online,credit_card,2,2840.9
2024-02-10,online,debit_card,1,35.77
2024-02-10,online,gift_card,1,274.3
2024-02-10,online,mobile_pay,1,1675.98
2024-02-11,in_store,cash,1,252.98
2024-02-11,in_store,credit_card,2,2475.65
2024-02-11,in_store,debit_card,3,1121.1399999999999
2024-02-11,in_store,gift_card,2,1872.34
2024-02-11,mobile_app,credit_card,1,1797.96
2024-02-11,online,cash,2,2770.9
2024-02-11,online,credit_card,2,2293.11
2024-02-11,online,debit_card,1,122.73
2024-02-11,online,mobile_pay,1,406.36
2024-02-12,in_store,debit_card,1,122.84
2024-02-12,in_store,gift_card,1,1821.33
2024-02-12,in_store,mobile_pay,1,701.58
2024-02-12,mobile_app,credit_card,2,848.15
2024-02-12,mobile_app,gift_card,2,1973.3400000000001
2024-02-12,online,cash,3,2292.3199999999997
2024-02-12,online,mobile_pay,1,1306.12
2024-02-13,in_store,cash,2,404.4
2024-02-13,in_store,credit_card,1,733.68
2024-02-13,in_store,debit_card,2,2386.05
2024-02-13,in_store,gift_card,2,3799.78
2024-02-13,in_store,mobile_pay,2,2457.41
2024-02-13,mobile_app,credit_card,3,1763.17
2024-02-13,mobile_app,debit_card,1,777.42
2024-02-13,mobile_app,gift_card,4,2439.0899999999997
2024-02-13,online,cash,1,197.19
2024-02-13,online,debit_card,2,2395.48
2024-02-13,online,mobile_pay,2,2452.86
2024-02-14,in_store,credit_card,1,1243.64
2024-02-14,in_store,debit_card,1,1015.6
2024-02-14,in_store,mobile_pay,1,2002.2
2024-02-14,mobile_app,cash,1,1797.96
2024-02-14,mobile_app,credit_card,1,1169.3
2024-02-14,mobile_app,debit_card,1,647.58
2024-02-14,online,credit_card,2,3799.4800000000005
2024-02-14,online,debit_card,1,2238.55
2024-02-14,online,gift_card,1,1366.95
2024-02-15,in_store,credit_card,1,920.74
2024-02-15,in_store,debit_card,3,3751.27
2024-02-15,in_store,mobile_pay,1,809.94
2024-02-15,mobile_app,credit_card,1,1726.52
2024-02-15,mobile_app,debit_card,2,2140.98
2024-02-15,mobile_app,gift_card,2,1548.45
2024-02-15,mobile_app,mobile_pay,1,138.38
2024-02-16,in_store,debit_card,1,1038.28
2024-02-16,in_store,gift_card,1,542.5
2024-02-16,mobile_app,credit_card,1,1348.66
2024-02-16,mobile_app,debit_card,2,1651.77
2024-02-16,mobile_app,gift_card,3,1051.47
2024-02-16,mobile_app,mobile_pay,2,1007.9300000000001
2024-02-16,online,cash,1,90.91
2024-02-16,online,credit_card,1,1824.3
2024-02-16,online,debit_card,2,1780.56
2024-02-16,online,mobile_pay,2,5235.68
2024-02-17,in_store,cash,2,2659.99
2024-02-17,in_store,debit_card,2,2085.67
2024-02-17,mobile_app,debit_card,1,1347.92
2024-02-17,mobile_app,mobile_pay,2,2206.12
2024-02-17,online,credit_card,1,1636.4
2024-02-17,online,gift_card,1,1331.5
2024-02-18,in_store,cash,1,1646.64
2024-02-18,in_store,credit_card,1,144.67
2024-02-18,in_store,debit_card,1,696.55
2024-02-18,in_store,gift_card,4,6887.34
2024-02-18,mobile_app,debit_card,1,1960.41
2024-02-18,mobile_app,mobile_pay,1,2442.75
2024-02-18,online,cash,2,2982.08
2024-02-18,online,debit_card,1,2002.2
2024-02-18,online,mobile_pay,1,1097.2
2024-02-19,in_store,mobile_pay,1,2107.0
2024-02-19,mobile_app,cash,1,1430.45
2024-02-19,mobile_app,debit_card,1,198.74
2024-02-19,mobile_app,gift_card,1,1357.86
2024-02-19,mobile_app,mobile_pay,3,3650.93
2024-02-19,online,credit_card,1,1094.58
2024-02-19,online,debit_card,1,1808.34
2024-02-19,online,mobile_pay,2,1205.99
2024-02-20,in_store,cash,1,247.1
2024-02-20,in_store,credit_card,2,1399.3999999999999
2024-02-20,in_store,gift_card,1,988.4
2024-02-20,in_store,mobile_pay,1,436.53
2024-02-20,mobile_app,cash,2,4177.0
2024-02-20,mobile_app,debit_card,1,831.54
2024-02-20,online,credit_card,4,3424.0600000000004
2024-02-20,online,debit_card,1,2793.3
2024-02-20,online,gift_card,1,1945.25
2024-02-21,in_store,cash,2,2670.58
2024-02-21,in_store,credit_card,1,1306.12
2024-02-21,in_store,gift_card,1,1627.12
2024-02-21,in_store,mobile_pay,1,539.04
2024-02-21,mobile_app,credit_card,1,139.31
2024-02-21,mobile_app,debit_card,1,438.45
2024-02-21,mobile_app,mobile_pay,1,317.96
2024-02-21,online,credit_card,1,349.84
2024-02-21,online,debit_card,2,1747.44
2024-02-21,online,gift_card,1,123.93
2024-02-21,online,mobile_pay,1,2638.92
2024-02-22,in_store,cash,2,2166.66
2024-02-22,in_store,credit_card,2,5792.38
2024-02-22,in_store,debit_card,1,78.38
2024-02-22,mobile_app,cash,1,514.52
2024-02-22,mobile_app,credit_card,1,2166.44
2024-02-22,mobile_app,debit_card,1,101.59
2024-02-22,mobile_app,gift_card,1,543.57
2024-02-22,online,cash,1,2975.98
2024-02-22,online,credit_card,2,1269.28
2024-02-22,online,debit_card,1,398.02
2024-02-22,online,gift_card,1,2770.5
2024-02-23,in_store,cash,2,2889.24
2024-02-23,in_store,credit_card,1,1902.09
2024-02-23,in_store,debit_card,2,4719.68
2024-02-23,in_store,gift_card,1,498.68
2024-02-23,in_store,mobile_pay,2,1597.92
2024-02-23,mobile_app,credit_card,1,496.85
2024-02-23,mobile_app,debit_card,1,935.44
2024-02-23,mobile_app,gift_card,1,368.5
2024-02-23,mobile_app,mobile_pay,1,1117.32
2024-02-23,online,mobile_pay,1,205.58
2024-02-24,in_store,cash,1,916.38
2024-02-24,in_store,credit_card,1,139.31
2024-02-24,in_store,debit_card,1,1400.3
2024-02-24,in_store,gift_card,1,292.3
2024-02-24,in_store,mobile_pay,1,459.8
2024-02-24,mobile_app,debit_card,1,1309.12
2024-02-24,mobile_app,gift_card,2,631.11
2024-02-24,mobile_app,mobile_pay,2,1486.83
2024-02-24,online,cash,1,1297.85
2024-02-24,online,credit_card,1,83.3
2024-02-24,online,mobile_pay,1,488.55
2024-02-25,in_store,cash,4,714.4499999999999
2024-02-25,in_store,debit_card,1,2033.9
2024-02-25,mobile_app,debit_card,2,3166.1099999999997
2024-02-25,mobile_app,mobile_pay,3,1504.87
2024-02-25,online,cash,4,4271.9800000000005
2024-02-25,online,debit_card,2,1826.32
2024-02-25,online,gift_card,1,247.53
2024-02-26,in_store,credit_card,2,1485.91
2024-02-26,in_store,debit_card,1,268.87
2024-02-26,in_store,mobile_pay,1,228.42
2024-02-26,mobile_app,cash,1,145.19
2024-02-26,mobile_app,credit_card,1,1080.68
2024-02-26,mobile_app,gift_card,3,4756.34
2024-02-26,online,cash,1,678.93
2024-02-26,online,credit_card,2,3727.7799999999997
2024-02-26,online,debit_card,1,946.34
2024-02-26,online,mobile_pay,1,437.08
2024-02-27,in_store,cash,1,95.7
2024-02-27,in_store,debit_card,3,3322.95
2024-02-27,in_store,gift_card,1,547.76
2024-02-27,in_store,mobile_pay,1,1235.5
2024-02-27,mobile_app,credit_card,2,2592.36
2024-02-27,mobile_app,mobile_pay,1,112.1
2024-02-27,online,credit_card,2,1003.19
2024-02-27,online,mobile_pay,2,1274.82
2024-02-28,in_store,cash,1,988.4
2024-02-28,in_store,credit_card,1,591.8
2024-02-28,in_store,mobile_pay,1,2023.7
2024-02-28,mobile_app,cash,1,2129.26
2024-02-28,mobile_app,credit_card,1,1901.4
2024-02-28,mobile_app,debit_card,1,1215.76
2024-02-28,mobile_app,gift_card,1,310.72
2024-02-28,mobile_app,mobile_pay,1,354.91
2024-02-28,online,cash,1,1554.84
2024-02-28,online,credit_card,1,1105.5
2024-02-28,online,debit_card,2,4622.03
2024-02-28,online,gift_card,3,1983.24
2024-02-29,in_store,debit_card,2,5605.65
2024-02-29,in_store,gift_card,1,1061.55
2024-02-29,mobile_app,credit_card,1,925.96
2024-02-29,mobile_app,debit_card,2,4068.3
2024-02-29,mobile_app,gift_card,1,3106.15
2024-02-29,mobile_app,mobile_pay,3,3567.2300000000005
2024-02-29,online,gift_card,1,479.34
2024-03-01,in_store,credit_card,2,1782.03
2024-03-01,in_store,debit_card,1,322.68
2024-03-01,in_store,gift_card,1,2365.85
2024-03-01,in_store,mobile_pay,1,398.02
2024-03-01,mobile_app,cash,1,80.66
2024-03-01,mobile_app,gift_card,1,368.4
2024-03-01,online,credit_card,2,5255.42
2024-03-01,online,debit_card,1,809.94
2024-03-01,online,gift_card,1,459.8
2024-03-01,online,mobile_pay,1,643.12
2024-03-02,in_store,cash,1,621.23
2024-03-02,in_store,mobile_pay,1,1350.54
2024-03-02,mobile_app,cash,1,1222.8
2024-03-02,mobile_app,gift_card,1,117.09
2024-03-02,online,credit_card,1,1579.18
2024-03-02,online,debit_card,2,3386.37
2024-03-02,online,mobile_pay,1,101.59
2024-03-03,in_store,credit_card,1,61.42
2024-03-03,in_store,debit_card,1,912.81
2024-03-03,in_store,gift_card,1,310.72
2024-03-03,in_store,mobile_pay,1,1822.6
2024-03-03,mobile_app,credit_card,1,65.95
2024-03-03,online,cash,1,413.25
2024-03-03,online,credit_card,1,739.21
2024-03-03,online,debit_card,1,1419.51
2024-03-03,online,gift_card,3,3006.08
2024-03-03,online,mobile_pay,1,1366.95
2024-03-04,in_store,credit_card,2,1430.58
2024-03-04,in_store,debit_card,2,2028.05
2024-03-04,in_store,gift_card,1,26.09
2024-03-04,in_store,mobile_pay,1,2177.72
2024-03-04,mobile_app,cash,1,337.33
2024-03-04,mobile_app,debit_card,1,529.0
2024-03-04,mobile_app,gift_card,1,442.08
2024-03-04,mobile_app,mobile_pay,1,411.07
2024-03-04,online,credit_card,1,231.83
2024-03-04,online,debit_card,1,993.91
2024-03-05,in_store,debit_card,1,301.82
2024-03-05,mobile_app,cash,1,270.7
2024-03-05,mobile_app,credit_card,1,1243.64
2024-03-05,mobile_app,debit_card,1,1954.2
2024-03-05,online,cash,1,469.22
2024-03-05,online,credit_card,2,3174.9100000000003
2024-03-06,in_store,cash,1,3306.65
2024-03-06,in_store,credit_card,1,2216.4
2024-03-06,in_store,mobile_pay,2,5001.65
2024-03-06,mobile_app,cash,1,406.78
2024-03-06,mobile_app,mobile_pay,2,2401.15
2024-03-06,online,credit_card,1,1240.81
2024-03-06,online,gift_card,2,3112.85
2024-03-06,online,mobile_pay,1,398.02
2024-03-07,in_store,credit_card,2,2488.4399999999996
2024-03-07,in_store,debit_card,2,1370.92
2024-03-07,in_store,gift_card,1,1214.22
2024-03-07,in_store,mobile_pay,2,1038.72
2024-03-07,mobile_app,credit_card,1,1316.66
2024-03-07,mobile_app,mobile_pay,3,2981.81
2024-03-07,online,credit_card,2,1852.61
2024-03-07,online,gift_card,1,608.54
2024-03-07,online,mobile_pay,2,346.59000000000003
2024-03-08,in_store,cash,1,1001.1
2024-03-08,in_store,credit_card,1,1470.24
2024-03-08,in_store,gift_card,1,2238.69
2024-03-08,mobile_app,debit_card,2,1775.71
2024-03-08,mobile_app,gift_card,2,1274.27
2024-03-09,in_store,credit_card,2,828.15
2024-03-09,in_store,debit_card,1,986.37
