customer_id,first_purchase,last_purchase,order_count,lifetime_revenue,lifetime_profit,avg_order_value,loyalty_tier,state
CUS00049,2024-01-13,2024-09-23,7,6534.83,2049.44,933.55,platinum,CA
CUS00050,2024-01-18,2024-12-10,8,4871.67,2106.5,608.96,bronze,TX
CUS00051,2024-03-29,2024-10-30,5,5417.92,2413.1,1083.58,silver,FL
CUS00052,2024-01-14,2024-12-25,11,10848.12,3717.41,986.19,gold,IL
CUS00053,2024-03-11,2024-12-10,8,12010.07,5074.41,1501.26,platinum,WA
CUS00054,2024-01-10,2024-10-20,8,8100.4400000000005,3015.01,1012.56,platinum,GA
CUS00055,2024-01-13,2024-09-12,10,15068.1,5999.39,1506.81,platinum,CO
CUS00056,2024-02-03,2024-12-21,10,7599.83,2724.81,759.98,platinum,NY
CUS00057,2024-02-24,2024-11-29,6,5141.76,2215.43,856.96,platinum,CA
CUS00058,2024-04-08,2024-12-06,7,4687.21,2013.65,669.6,platinum,TX
CUS00059,2024-01-25,2024-11-08,8,8202.210000000001,3248.6299999999997,1025.28,platinum,FL
CUS00060,2024-03-01,2024-11-05,8,4673.9400000000005,1711.93,584.24,bronze,IL
CUS00061,2024-02-14,2024-12-19,9,12251.89,4755.26,1361.32,silver,WA
CUS00062,2024-02-13,2024-12-28,12,14149.41,5472.81,1179.12,gold,GA
CUS00063,2024-01-08,2024-12-04,13,14260.03,5446.530000000001,1096.93,platinum,CO
CUS00064,2024-02-13,2024-12-12,12,11639.68,5355.12,969.97,platinum,NY
CUS00065,2024-02-10,2024-12-19,7,7535.240000000001,3457.87,1076.46,platinum,CA
CUS00066,2024-01-13,2024-12-28,9,9790.0,2617.67,1087.78,platinum,TX
CUS00067,2024-01-05,2024-11-11,4,3842.0299999999997,1569.54,960.51,platinum,FL
CUS00068,2024-03-04,2024-11-19,7,5105.610000000001,1868.8700000000001,729.37,platinum,IL
CUS00070,2024-01-02,2024-12-24,7,6886.96,2950.76,983.85,bronze,GA
CUS00071,2024-02-02,2024-12-30,10,12599.95,5387.75,1260.0,silver,CO
CUS00072,2024-01-15,2024-11-21,7,7075.469999999999,3453.8500000000004,1010.78,gold,NY
CUS00073,2024-02-01,2024-12-16,13,16919.64,6866.07,1301.51,platinum,CA
CUS00074,2024-01-06,2024-12-26,11,7327.969999999999,2152.78,666.18,platinum,TX
CUS00075,2024-01-09,2024-12-28,6,6541.58,2547.11,1090.26,platinum,FL
CUS00076,2024-03-19,2024-09-08,3,4436.35,2206.6,1478.78,platinum,IL
CUS00077,2024-01-15,2024-12-11,8,8725.42,3239.05,1090.68,platinum,WA
CUS00078,2024-01-25,2024-08-16,10,8736.76,3009.1299999999997,873.68,platinum,GA
CUS00079,2024-01-09,2024-12-16,8,10176.380000000001,3989.18,1272.05,platinum,CO
CUS00080,2024-01-13,2024-12-23,13,9787.24,3656.71,752.86,bronze,NY
CUS00081,2024-01-06,2024-12-16,14,20199.43,9126.23,1442.82,silver,CA
CUS00082,2024-01-24,2024-12-16,10,11886.36,5687.72,1188.64,gold,TX
CUS00083,2024-01-11,2024-11-15,11,13586.949999999999,5502.93,1235.18,platinum,FL
CUS00084,2024-05-19,2024-12-29,8,10556.77,4113.45,1319.6,platinum,IL
CUS00085,2024-03-14,2024-12-12,10,11832.68,4519.57,1183.27,platinum,WA
CUS00086,2024-01-13,2024-12-28,20,22938.43,8542.2,1146.92,platinum,GA
CUS00087,2024-02-13,2024-10-07,9,10076.970000000001,3615.79,1119.66,platinum,CO
CUS00088,2024-01-15,2024-11-20,7,5859.75,1819.56,837.11,platinum,NY
CUS00089,2024-01-17,2024-12-12,9,10934.99,4592.110000000001,1215.0,platinum,CA
CUS00090,2024-02-27,2024-12-20,8,9170.630000000001,3541.98,1146.33,bronze,TX
CUS00091,2024-01-28,2024-12-12,7,11239.859999999999,3887.92,1605.69,silver,FL
CUS00093,2024-02-05,2024-11-26,13,9267.6,3404.05,712.89,platinum,WA
CUS00094,2024-02-25,2024-12-20,12,15751.51,6804.360000000001,1312.63,platinum,GA
CUS00095,2024-01-13,2024-10-05,7,4097.76,1322.9299999999998,585.39,platinum,CO
CUS00096,2024-01-01,2024-12-21,8,6579.13,2531.61,822.39,platinum,NY
CUS00097,2024-03-21,2024-12-09,11,11706.24,5091.59,1064.2,platinum,CA
CUS00098,2024-05-10,2024-11-26,7,4752.900000000001,1725.5,678.99,platinum,TX
CUS00099,2024-02-03,2024-12-06,7,5963.73,2204.65,851.96,platinum,FL
CUS00100,2024-03-01,2024-08-28,9,11089.3,4543.96,1232.14,bronze,IL
CUS00101,2024-02-10,2024-12-04,7,4877.85,1501.24,696.84,silver,WA
CUS00102,2024-01-09,2024-12-26,13,15165.2,5513.9,1166.55,gold,GA
CUS00103,2024-01-08,2024-11-18,8,6485.57,2371.0499999999997,810.7,platinum,CO
CUS00104,2024-04-06,2024-11-19,8,13781.039999999999,6943.4400000000005,1722.63,platinum,NY
CUS00105,2024-01-19,2024-12-02,7,6326.07,2321.19,903.72,platinum,CA
CUS00106,2024-01-20,2024-08-21,8,7387.09,2741.01,923.39,platinum,TX
CUS00107,2024-03-03,2024-12-10,6,5903.88,2183.79,983.98,platinum,FL
CUS00108,2024-01-03,2024-11-22,18,18676.96,7638.29,1037.61,platinum,IL
CUS00109,2024-02-16,2024-10-19,8,10574.05,4530.58,1321.76,platinum,WA
CUS00110,2024-01-22,2024-12-19,13,9759.21,3200.59,750.71,bronze,GA
CUS00111,2024-01-07,2024-10-05,9,8333.85,3374.12,925.98,silver,CO
CUS00112,2024-02-03,2024-11-08,6,6667.99,3329.2200000000003,1111.33,gold,NY
CUS00113,2024-02-05,2024-12-25,9,9356.0,4051.11,1039.56,platinum,CA
CUS00114,2024-07-31,2024-10-26,6,4668.09,1743.66,778.02,platinum,TX
CUS00116,2024-01-01,2024-10-22,9,8409.23,3026.2,934.36,platinum,IL
CUS00117,2024-01-04,2024-12-05,9,5672.42,2064.87,630.27,platinum,WA
CUS00118,2024-01-05,2024-10-06,16,16608.94,5939.21,1038.06,platinum,GA
CUS00119,2024-04-27,2024-12-21,12,9650.16,3483.46,804.18,platinum,CO
CUS00120,2024-02-23,2024-10-22,6,8689.36,3158.45,1448.23,bronze,NY
CUS00121,2024-01-22,2024-11-25,13,13580.029999999999,5863.82,1044.62,silver,CA
CUS00122,2024-02-02,2024-12-22,7,8012.79,3448.59,1144.68,gold,TX
CUS00123,2024-02-07,2024-12-16,11,13049.98,5577.99,1186.36,platinum,FL
CUS00124,2024-03-17,2024-11-16,6,3618.0,1515.44,603.0,platinum,IL
CUS00125,2024-06-22,2024-12-29,8,3296.12,1556.76,412.02,platinum,WA
CUS00126,2024-01-13,2024-11-09,7,5258.26,1973.8500000000001,751.18,platinum,GA
CUS00127,2024-02-26,2024-12-25,8,8880.67,3969.12,1110.08,platinum,CO
CUS00128,2024-02-13,2024-12-26,5,5569.860000000001,2513.94,1113.97,platinum,NY
CUS00129,2024-02-08,2024-12-05,11,15521.66,6529.4,1411.06,platinum,CA
CUS00130,2024-02-26,2024-12-01,8,10748.06,4923.26,1343.51,bronze,TX
CUS00131,2024-01-08,2024-11-02,8,10964.07,4019.71,1370.51,silver,FL
CUS00132,2024-01-24,2024-12-12,8,5277.6,2164.28,659.7,gold,IL
CUS00133,2024-02-27,2024-12-28,6,3840.12,1505.6100000000001,640.02,platinum,WA
CUS00134,2024-02-16,2024-11-05,12,11042.44,4071.5,920.2,platinum,GA
CUS00135,2024-03-25,2024-12-30,9,6577.3099999999995,2225.1,730.81,platinum,CO
CUS00136,2024-01-13,2024-11-25,12,10482.91,4705.11,873.58,platinum,NY
CUS00137,2024-01-14,2024-12-01,10,13253.26,4800.1900000000005,1325.33,platinum,CA
CUS00139,2024-01-08,2024-11-23,10,6056.84,2035.16,605.68,platinum,FL
CUS00140,2024-02-14,2024-12-29,10,10639.08,5180.37,1063.91,bronze,IL
CUS00141,2024-03-25,2024-11-20,10,5210.97,2137.86,521.1,silver,WA
CUS00142,2024-02-14,2024-12-23,13,13276.39,5433.93,1021.26,gold,GA
CUS00143,2024-01-26,2024-11-25,8,8551.75,3234.21,1068.97,platinum,CO
CUS00144,2024-02-20,2024-11-18,6,12815.09,6027.04,2135.85,platinum,NY
CUS00145,2024-02-10,2024-12-27,10,6249.26,2566.72,624.93,platinum,CA
CUS00146,2024-02-13,2024-11-29,9,7345.33,2100.08,816.15,platinum,TX
CUS00147,2024-03-21,2024-11-29,8,6474.610000000001,2494.69,809.33,platinum,FL
CUS00148,2024-02-06,2024-12-13,13,12254.43,5212.860000000001,942.65,platinum,IL
CUS00149,2024-01-02,2024-10-29,9,7955.59,3323.04,883.95,platinum,WA
CUS00150,2024-01-03,2024-09-27,13,12827.31,4657.47,986.72,bronze,GA
CUS00151,2024-01-04,2024-12-10,15,22152.45,9716.84,1476.83,silver,CO
CUS00152,2024-05-31,2024-12-17,8,7761.07,3324.68,970.13,gold,NY
CUS00153,2024-03-08,2024-12-29,11,9311.2,3176.59,846.47,platinum,CA
CUS00154,2024-05-19,2024-12-24,8,5393.17,2114.85,674.15,platinum,TX
CUS00155,2024-01-19,2024-12-08,6,5955.42,1880.1999999999998,992.57,platinum,FL
CUS00156,2024-03-13,2024-10-31,15,16210.210000000001,6504.25,1080.68,platinum,IL
CUS00157,2024-02-04,2024-10-30,8,10542.34,4111.06,1317.79,platinum,WA
CUS00158,2024-02-10,2024-12-11,7,7500.97,3298.09,1071.57,platinum,GA
CUS00159,2024-02-04,2024-11-08,13,18370.19,7414.1,1413.09,platinum,CO
CUS00160,2024-01-02,2024-12-05,15,17286.33,5535.39,1152.42,bronze,NY
CUS00162,2024-03-01,2024-12-08,8,7291.1,2584.5,911.39,gold,TX
CUS00163,2024-01-13,2024-11-20,13,10189.37,4130.15,783.8,platinum,FL
CUS00164,2024-01-24,2024-12-17,11,15577.199999999999,6512.889999999999,1416.11,platinum,IL
CUS00165,2024-01-12,2024-12-01,7,7358.57,2935.85,1051.22,platinum,WA
CUS00166,2024-01-06,2024-12-22,11,8368.35,3316.63,760.76,platinum,GA
CUS00167,2024-01-14,2024-11-10,7,5998.66,2268.34,856.95,platinum,CO
CUS00168,2024-01-11,2024-10-16,16,11452.27,4562.33,715.77,platinum,NY
CUS00169,2024-01-18,2024-10-10,9,8503.23,3887.37,944.8,platinum,CA
CUS00170,2024-01-06,2024-12-06,13,16759.329999999998,7307.5599999999995,1289.18,bronze,TX
CUS00171,2024-02-14,2024-10-16,10,7351.759999999999,2643.21,735.18,silver,FL
CUS00172,2024-01-03,2024-12-23,11,13990.15,6297.47,1271.83,gold,IL
CUS00173,2024-04-15,2024-12-30,11,10979.42,4992.33,998.13,platinum,WA
CUS00174,2024-01-07,2024-10-24,7,6421.73,2439.9500000000003,917.39,platinum,GA
CUS00175,2024-01-08,2024-12-06,14,15107.859999999999,6417.349999999999,1079.13,platinum,CO
CUS00176,2024-02-05,2024-12-12,9,8936.72,3557.96,992.97,platinum,NY
CUS00177,2024-01-30,2024-08-25,5,2718.82,923.54,543.76,platinum,CA
CUS00178,2024-01-15,2024-12-11,13,10036.26,3539.04,772.02,platinum,TX
CUS00179,2024-04-18,2024-08-24,8,10560.93,5018.88,1320.12,platinum,FL
CUS00180,2024-01-06,2024-12-06,16,19313.88,7700.22,1207.12,bronze,IL
CUS00181,2024-01-13,2024-12-02,10,12335.65,5077.23,1233.56,silver,WA
CUS00182,2024-04-10,2024-10-13,9,10817.56,4561.03,1201.95,gold,GA
CUS00183,2024-03-04,2024-11-21,14,20505.29,9195.76,1464.66,platinum,CO
CUS00185,2024-01-05,2024-12-26,6,9817.96,4445.3,1636.33,platinum,CA
CUS00186,2024-02-02,2024-10-31,8,8798.94,3798.14,1099.87,platinum,TX
CUS00187,2024-01-09,2024-11-21,11,8125.24,4050.69,738.66,platinum,FL
CUS00188,2024-01-01,2024-12-25,8,8951.95,3376.8100000000004,1118.99,platinum,IL
CUS00189,2024-06-16,2024-12-15,11,12310.9,4425.41,1119.17,platinum,WA
CUS00190,2024-03-25,2024-05-11,2,1514.09,626.88,757.04,bronze,GA
CUS00191,2024-03-01,2024-08-20,6,8432.8,3307.66,1405.47,silver,CO
CUS00192,2024-02-15,2024-08-15,7,9132.57,3849.54,1304.65,gold,NY
CUS00193,2024-04-21,2024-11-30,11,11088.1,4124.37,1008.01,platinum,CA
CUS00194,2024-01-10,2024-12-24,9,7675.29,2323.31,852.81,platinum,TX
CUS00195,2024-01-12,2024-10-15,10,8884.29,3476.05,888.43,platinum,FL
CUS00196,2024-03-28,2024-11-08,6,5431.5599999999995,2640.43,905.26,platinum,IL
CUS00197,2024-01-18,2024-12-29,9,11510.09,4751.37,1278.9,platinum,WA
CUS00198,2024-02-11,2024-11-06,10,10048.02,4749.51,1004.8,platinum,GA
CUS00199,2024-01-09,2024-12-29,10,7692.2,3042.06,769.22,platinum,CO
CUS00200,2024-02-05,2024-12-16,12,14247.97,5746.54,1187.33,bronze,NY
CUS00201,2024-01-03,2024-10-25,11,14142.12,5452.09,1285.65,silver,CA
CUS00202,2024-01-03,2024-12-21,15,13711.51,5783.75,914.1,gold,TX
CUS00203,2024-03-25,2024-11-20,8,9484.05,3936.4900000000002,1185.51,platinum,FL
CUS00204,2024-01-18,2024-11-16,11,8153.16,2772.0,741.2,platinum,IL
CUS00205,2024-01-05,2024-12-24,17,20947.97,7294.38,1232.23,platinum,WA
CUS00206,2024-01-01,2024-12-30,13,12473.5,4585.51,959.5,platinum,GA
CUS00208,2024-02-01,2024-12-19,10,13077.55,5216.47,1307.75,platinum,NY
CUS00209,2024-02-09,2024-09-30,9,7615.58,2687.29,846.18,platinum,CA
CUS00210,2024-02-24,2024-09-29,7,6809.88,2208.78,972.84,bronze,TX
CUS00211,2024-02-28,2024-12-09,9,7196.23,2232.1,799.58,silver,FL
CUS00212,2024-02-10,2024-12-06,12,17498.55,7496.52,1458.21,gold,IL
CUS00213,2024-01-20,2024-11-25,10,10007.25,3609.02,1000.72,platinum,WA
CUS00214,2024-02-06,2024-12-06,11,11823.099999999999,5253.26,1074.83,platinum,GA
CUS00215,2024-01-05,2024-12-29,13,14604.32,5967.9800000000005,1123.41,platinum,CO
CUS00216,2024-01-02,2024-11-14,11,8042.48,3277.3900000000003,731.13,platinum,NY
CUS00217,2024-01-03,2024-12-26,8,8011.36,3410.6499999999996,1001.42,platinum,CA
CUS00218,2024-03-15,2024-10-26,10,8341.71,2754.92,834.17,platinum,TX
CUS00219,2024-01-25,2024-10-10,8,4305.7,1640.16,538.21,platinum,FL
CUS00220,2024-02-08,2024-11-18,7,6170.17,3029.19,881.45,bronze,IL
CUS00221,2024-02-03,2024-12-12,14,19951.73,7564.84,1425.12,silver,WA
CUS00222,2024-02-25,2024-11-13,6,6877.11,3085.81,1146.18,gold,GA
CUS00223,2024-02-07,2024-12-05,9,7264.42,2823.3199999999997,807.16,platinum,CO
CUS00224,2024-01-06,2024-12-28,9,11309.11,5268.51,1256.57,platinum,NY
CUS00225,2024-01-20,2024-12-17,5,2771.94,515.52,554.39,platinum,CA
CUS00226,2024-03-18,2024-12-15,8,7088.66,3238.43,886.08,platinum,TX
CUS00227,2024-01-17,2024-12-15,8,11637.91,5482.22,1454.74,platinum,FL
CUS00228,2024-01-09,2024-12-12,9,10506.77,4510.32,1167.42,platinum,IL
CUS00229,2024-02-25,2024-11-25,10,10524.94,4022.31,1052.49,platinum,WA
CUS00231,2024-03-07,2024-10-31,5,4306.71,654.16,861.34,silver,CO
CUS00232,2024-02-01,2024-11-06,10,9084.64,4025.9,908.46,gold,NY
CUS00233,2024-02-01,2024-12-18,12,9992.37,2660.23,832.7,platinum,CA
CUS00234,2024-03-28,2024-11-07,4,1999.06,843.16,499.76,platinum,TX
CUS00235,2024-02-26,2024-12-29,11,11546.39,4615.03,1049.67,platinum,FL
CUS00236,2024-01-09,2024-12-12,13,11753.0,4642.35,904.08,platinum,IL
CUS00237,2024-03-21,2024-12-25,8,9380.83,4215.57,1172.6,platinum,WA
CUS00238,2024-01-09,2024-10-12,11,10286.04,3475.58,935.09,platinum,GA
CUS00239,2024-01-06,2024-12-26,13,13887.75,6362.33,1068.29,platinum,CO
CUS00240,2024-02-04,2024-12-12,8,9092.87,3653.3,1136.61,bronze,NY
CUS00241,2024-01-02,2024-12-21,9,6674.36,2201.1000000000004,741.6,silver,CA
CUS00242,2024-04-20,2024-11-04,7,11199.27,4640.13,1599.9,gold,TX
CUS00243,2024-02-09,2024-09-25,7,7446.36,2899.4700000000003,1063.77,platinum,FL
CUS00244,2024-01-06,2024-10-25,6,8132.389999999999,2736.19,1355.4,platinum,IL
CUS00245,2024-01-17,2024-11-17,8,6924.34,2174.4700000000003,865.54,platinum,WA
CUS00246,2024-02-13,2024-11-17,6,4308.74,2092.17,718.12,platinum,GA
CUS00247,2024-02-08,2024-10-20,10,15387.14,7571.4,1538.71,platinum,CO
CUS00248,2024-01-20,2024-09-22,11,10990.97,4592.87,999.18,platinum,NY
CUS00249,2024-01-13,2024-10-20,13,14096.24,4628.45,1084.33,platinum,CA
CUS00250,2024-01-30,2024-12-21,12,12847.34,5105.74,1070.61,bronze,TX
CUS00251,2024-02-08,2024-10-21,10,8182.2,2998.0,818.22,silver,FL
CUS00252,2024-02-11,2024-12-17,13,15946.720000000001,7207.34,1226.67,gold,IL
CUS00254,2024-01-30,2024-11-30,11,16138.04,6865.46,1467.09,platinum,GA
CUS00255,2024-01-01,2024-12-23,10,5234.57,1781.27,523.46,platinum,CO
CUS00256,2024-03-08,2024-10-24,10,9381.2,4417.38,938.12,platinum,NY
CUS00257,2024-01-10,2024-12-15,12,11356.34,4693.04,946.36,platinum,CA
CUS00258,2024-01-24,2024-11-09,10,10498.35,4157.33,1049.84,platinum,TX
CUS00259,2024-03-14,2024-11-18,5,2506.23,835.36,501.25,platinum,FL
CUS00260,2024-02-18,2024-10-01,4,5484.6,2023.4099999999999,1371.15,bronze,IL
CUS00261,2024-01-06,2024-12-27,8,8433.039999999999,2586.74,1054.13,silver,WA
CUS00262,2024-03-12,2024-12-18,8,8127.150000000001,2943.69,1015.89,gold,GA
CUS00263,2024-02-04,2024-11-28,9,11309.16,4547.2,1256.57,platinum,CO
CUS00264,2024-02-23,2024-06-26,6,4453.8,1301.46,742.3,platinum,NY
CUS00265,2024-01-19,2024-11-13,14,13768.27,5031.26,983.45,platinum,CA
CUS00266,2024-01-11,2024-06-21,4,7422.51,3138.21,1855.63,platinum,TX
CUS00267,2024-01-12,2024-10-10,7,7375.6900000000005,2683.86,1053.67,platinum,FL
CUS00268,2024-01-11,2024-11-21,12,11322.63,4213.599999999999,943.55,platinum,IL
CUS00269,2024-02-07,2024-08-22,6,5259.13,1799.3799999999999,876.52,platinum,WA
CUS00270,2024-02-15,2024-11-17,9,8336.26,3105.59,926.25,bronze,GA
CUS00271,2024-01-04,2024-07-09,8,6195.1,2915.7799999999997,774.39,silver,CO
CUS00272,2024-01-31,2024-11-01,9,9780.48,4432.71,1086.72,gold,NY
CUS00273,2024-01-17,2024-10-13,7,7701.68,3137.48,1100.24,platinum,CA
CUS00274,2024-01-16,2024-12-01,9,4393.88,1941.36,488.21,platinum,TX
CUS00275,2024-01-17,2024-12-23,12,13265.19,4998.3,1105.43,platinum,FL
CUS00277,2024-02-07,2024-12-25,15,12503.39,4355.7300000000005,833.56,platinum,WA
CUS00278,2024-01-21,2024-12-17,8,9334.41,3999.33,1166.8,platinum,GA
CUS00279,2024-03-26,2024-11-21,7,3899.75,1535.63,557.11,platinum,CO
CUS00280,2024-01-27,2024-12-12,9,6316.73,2401.41,701.86,bronze,NY
CUS00281,2024-01-13,2024-12-22,13,13263.4,5722.93,1020.26,silver,CA
CUS00282,2024-01-02,2024-12-29,14,15824.3,6634.51,1130.31,gold,TX
CUS00283,2024-01-12,2024-12-22,15,18327.12,6747.46,1221.81,platinum,FL
CUS00284,2024-02-01,2024-11-09,9,5319.09,1525.28,591.01,platinum,IL
CUS00285,2024-03-11,2024-12-29,10,6849.06,2823.9700000000003,684.91,platinum,WA
CUS00286,2024-02-21,2024-12-17,14,11955.45,4167.099999999999,853.96,platinum,GA
CUS00287,2024-02-13,2024-12-30,9,7500.0,2581.23,833.33,platinum,CO
CUS00288,2024-01-17,2024-11-13,10,14827.17,6919.14,1482.72,platinum,NY
CUS00289,2024-02-29,2024-12-07,13,17226.78,6075.18,1325.14,platinum,CA
CUS00290,2024-01-09,2024-11-25,6,3513.12,1449.6799999999998,585.52,bronze,TX
CUS00291,2024-04-19,2024-12-02,7,5715.55,2785.9,816.51,silver,FL
CUS00292,2024-01-05,2024-10-24,8,6138.45,2328.5099999999998,767.31,gold,IL
CUS00293,2024-01-05,2024-12-12,11,7118.27,2464.73,647.12,platinum,WA
CUS00294,2024-02-25,2024-12-21,15,18192.18,7762.12,1212.81,platinum,GA
CUS00295,2024-01-15,2024-12-17,13,17538.62,8214.1,1349.12,platinum,CO
CUS00296,2024-01-20,2024-12-27,10,9613.68,3940.76,961.37,platinum,NY
CUS00297,2024-01-09,2024-12-17,9,4734.92,1500.19,526.1,platinum,CA
CUS00298,2024-01-03,2024-12-30,8,7446.17,3493.36,930.77,platinum,TX
CUS00300,2024-01-01,2024-12-27,10,11072.84,4221.93,1107.28,bronze,IL
CUS00301,2024-02-24,2024-12-17,12,8608.3,3638.26,717.36,silver,WA
CUS00302,2024-01-03,2024-12-25,11,14384.53,6403.37,1307.68,gold,GA
CUS00303,2024-04-24,2024-12-06,9,6990.73,2912.71,776.75,platinum,CO
CUS00304,2024-01-08,2024-11-17,9,15740.47,6250.6900000000005,1748.94,platinum,NY
CUS00305,2024-01-22,2024-12-30,10,11632.509999999998,4716.59,1163.25,platinum,CA
CUS00306,2024-01-21,2024-11-15,11,13503.92,5523.25,1227.63,platinum,TX
CUS00307,2024-02-07,2024-12-11,11,10682.619999999999,3800.24,971.15,platinum,FL
CUS00308,2024-01-13,2024-12-14,12,9632.67,3475.0299999999997,802.72,platinum,IL
CUS00309,2024-01-03,2024-11-22,13,6540.53,1987.02,503.12,platinum,WA
CUS00310,2024-01-11,2024-12-25,11,16914.43,6788.09,1537.68,bronze,GA
CUS00311,2024-01-04,2024-10-19,5,4707.950000000001,1754.69,941.59,silver,CO
CUS00312,2024-02-24,2024-12-06,13,10397.38,3683.41,799.8,gold,NY
CUS00313,2024-01-10,2024-11-28,10,11279.28,3564.19,1127.93,platinum,CA
CUS00314,2024-01-06,2024-11-08,7,8992.060000000001,4635.36,1284.58,platinum,TX
CUS00315,2024-02-14,2024-11-04,9,6188.46,2455.33,687.61,platinum,FL
CUS00316,2024-01-13,2024-09-29,14,13701.66,6493.53,978.69,platinum,IL
CUS00317,2024-01-14,2024-10-25,6,4446.91,1615.62,741.15,platinum,WA
CUS00318,2024-02-23,2024-12-22,12,12393.22,4937.07,1032.77,platinum,GA
CUS00319,2024-01-25,2024-12-28,11,11287.42,4171.37,1026.13,platinum,CO
CUS00320,2024-02-05,2024-12-05,7,6354.95,2685.75,907.85,bronze,NY
CUS00321,2024-01-23,2024-12-05,11,13310.67,5712.5599999999995,1210.06,silver,CA
CUS00323,2024-01-02,2024-12-26,6,10455.380000000001,4118.51,1742.56,platinum,FL
CUS00324,2024-01-08,2024-12-03,8,10169.6,4950.879999999999,1271.2,platinum,IL
CUS00325,2024-01-31,2024-07-05,3,3879.9600000000005,1803.76,1293.32,platinum,WA
CUS00326,2024-01-06,2024-10-30,10,9164.67,3937.71,916.47,platinum,GA
CUS00327,2024-04-20,2024-08-21,6,9357.39,3873.85,1559.56,platinum,CO
