transaction_id,transaction_ts,store_id,product_id,customer_id,quantity,unit_price,discount_pct,discount_amount,net_amount,payment_method,channel,currency
TXN0000082,2024-06-13 15:23:00,STR013,PRD0040,CUS00413,3,823.32,0.0,0.0,2469.96,cash,online,USD
TXN0000083,2024-02-15 09:28:00,STR020,PRD0015,CUS00477,2,541.61,0.15,162.48,920.74,credit_card,in_store,USD
TXN0000084,2024-03-01 11:52:00,STR001,PRD0045,CUS00191,3,318.79,0.0,0.0,956.37,credit_card,in_store,USD
TXN0000085,2024-04-27 09:27:00,STR023,PRD0110,CUS00200,1,406.78,0.0,0.0,406.78,cash,online,USD
TXN0000086,2024-02-22 19:49:00,STR018,PRD0079,CUS00186,1,643.15,0.2,128.63,514.52,cash,mobile_app,USD
TXN0000087,2024-12-02 15:03:00,STR022,PRD0019,CUS00172,5,351.82,0.0,0.0,1759.1,credit_card,mobile_app,USD
TXN0000088,2024-08-20 19:49:00,STR005,PRD0079,,4,643.15,0.05,128.63,2443.97,debit_card,mobile_app,USD
TXN0000089,2024-10-02 08:33:00,STR023,PRD0064,CUS00141,3,475.35,0.0,0.0,1426.05,debit_card,mobile_app,USD
TXN0000090,2024-06-16 14:09:00,STR019,PRD0008,CUS00316,2,455.65,0.0,0.0,911.3,cash,online,USD
TXN0000091,2024-05-31 18:43:00,STR011,PRD0019,CUS00152,5,351.82,0.0,0.0,1759.1,mobile_pay,online,USD
TXN0000092,2024-06-21 15:20:00,STR013,PRD0072,CUS00088,1,500.55,0.15,75.08,425.47,credit_card,mobile_app,USD
TXN0000093,2024-12-26 14:17:00,STR021,PRD0118,CUS00374,5,317.96,0.0,0.0,1589.8,mobile_pay,in_store,USD
TXN0000094,2024-07-12 10:18:00,STR009,PRD0120,CUS00474,3,136.37,0.0,0.0,409.11,mobile_pay,online,USD
TXN0000095,2024-11-22 15:08:00,STR017,PRD0089,CUS00295,4,690.46,0.0,0.0,2761.84,cash,mobile_app,USD
TXN0000096,2024-06-02 13:20:00,STR017,PRD0109,CUS00204,2,459.8,0.0,0.0,919.6,cash,online,USD
TXN0000097,2024-04-28 17:07:00,STR016,PRD0031,CUS00367,1,77.68,0.0,0.0,77.68,mobile_pay,in_store,USD
TXN0000098,2024-04-29 10:46:00,STR022,PRD0003,CUS00431,5,569.87,0.0,0.0,2849.35,mobile_pay,in_store,USD
TXN0000099,2024-11-13 11:45:00,STR004,PRD0110,,4,406.78,0.0,0.0,1627.12,debit_card,in_store,USD
TXN0000100,2024-09-27 10:57:00,STR013,PRD0033,CUS00273,4,269.98,0.1,107.99,971.93,mobile_pay,mobile_app,USD
TXN0000101,2024-08-10 12:37:00,STR002,PRD0114,CUS00160,3,596.37,0.0,0.0,1789.11,mobile_pay,mobile_app,USD
TXN0000102,2024-07-17 08:32:00,STR010,PRD0062,CUS00351,2,355.41,0.0,0.0,710.82,gift_card,mobile_app,USD
TXN0000103,2024-06-11 19:51:00,STR008,PRD0073,CUS00162,2,577.08,0.15,173.12,981.04,gift_card,online,USD
TXN0000104,2024-10-23 12:48:00,STR006,PRD0084,CUS00201,3,127.62,0.0,0.0,382.86,gift_card,mobile_app,USD
TXN0000105,2024-11-03 08:44:00,STR023,PRD0111,CUS00383,2,661.33,0.15,198.4,1124.26,debit_card,mobile_app,USD
TXN0000106,2024-09-12 11:36:00,STR015,PRD0012,CUS00317,3,233.86,0.0,0.0,701.58,debit_card,in_store,USD
TXN0000107,2024-08-01 12:13:00,STR016,PRD0031,CUS00408,3,77.68,0.0,0.0,233.04,debit_card,mobile_app,USD
TXN0000108,2024-01-15 12:27:00,STR019,PRD0069,CUS00067,1,527.04,0.0,0.0,527.04,gift_card,in_store,USD
TXN0000109,2024-10-09 09:23:00,STR011,PRD0016,CUS00500,4,539.04,0.0,0.0,2156.16,debit_card,in_store,USD
TXN0000110,2024-05-26 16:52:00,STR022,PRD0113,,1,336.98,0.0,0.0,336.98,debit_card,mobile_app,USD
TXN0000111,2024-08-02 19:14:00,STR007,PRD0076,CUS00239,1,33.66,0.0,0.0,33.66,gift_card,in_store,USD
TXN0000112,2024-02-10 16:10:00,STR004,PRD0079,CUS00212,3,643.15,0.05,96.47,1832.98,cash,online,USD
TXN0000113,2024-10-17 17:00:00,STR023,PRD0029,CUS00012,3,354.91,0.0,0.0,1064.73,gift_card,in_store,USD
TXN0000114,2024-02-04 09:58:00,STR008,PRD0062,CUS00159,1,355.41,0.0,0.0,355.41,debit_card,online,USD
TXN0000115,2024-05-14 17:45:00,STR009,PRD0022,CUS00163,3,146.15,0.0,0.0,438.45,mobile_pay,mobile_app,USD
TXN0000116,2024-10-26 13:19:00,STR006,PRD0100,CUS00375,5,576.59,0.0,0.0,2882.95,mobile_pay,mobile_app,USD
TXN0000117,2024-04-07 10:34:00,STR021,PRD0020,CUS00458,3,595.59,0.1,178.68,1608.09,credit_card,in_store,USD
TXN0000118,2024-07-13 15:03:00,STR006,PRD0019,CUS00001,2,351.82,0.0,0.0,703.64,credit_card,online,USD
TXN0000119,2024-05-03 17:44:00,STR019,PRD0103,CUS00171,4,58.52,0.0,0.0,234.08,credit_card,in_store,USD
TXN0000120,2024-11-10 15:32:00,STR011,PRD0018,CUS00410,1,94.47,0.05,4.72,89.75,credit_card,in_store,USD
TXN0000121,2024-08-02 11:19:00,STR018,PRD0050,,2,201.33,0.0,0.0,402.66,debit_card,online,USD
TXN0000122,2024-04-22 13:24:00,STR006,PRD0064,CUS00313,4,475.35,0.0,0.0,1901.4,debit_card,online,USD
TXN0000123,2024-02-13 12:10:00,STR004,PRD0090,CUS00087,5,69.19,0.0,0.0,345.95,credit_card,mobile_app,USD
TXN0000124,2024-11-07 09:59:00,STR016,PRD0007,CUS00090,2,274.3,0.2,109.72,438.88,cash,mobile_app,USD
TXN0000125,2024-11-15 21:52:00,STR011,PRD0047,CUS00097,1,487.35,0.15,73.1,414.25,mobile_pay,in_store,USD
TXN0000126,2024-04-01 18:00:00,STR014,PRD0057,CUS00374,4,412.83,0.0,0.0,1651.32,cash,online,USD
TXN0000127,2024-09-16 15:02:00,STR022,PRD0099,CUS00302,2,388.71,0.0,0.0,777.42,debit_card,online,USD
TXN0000128,2024-04-04 18:06:00,STR020,PRD0074,CUS00174,2,304.27,0.0,0.0,608.54,cash,in_store,USD
TXN0000129,2024-04-08 10:18:00,STR011,PRD0046,CUS00283,4,719.52,0.0,0.0,2878.08,mobile_pay,mobile_app,USD
TXN0000130,2024-01-04 10:35:00,STR021,PRD0101,CUS00387,1,437.08,0.0,0.0,437.08,mobile_pay,mobile_app,USD
TXN0000131,2024-11-20 19:28:00,STR020,PRD0021,CUS00469,5,411.07,0.0,0.0,2055.35,cash,in_store,USD
TXN0000132,2024-06-18 10:18:00,STR016,PRD0041,,2,491.81,0.0,0.0,983.62,credit_card,in_store,USD
TXN0000133,2024-02-08 13:31:00,STR005,PRD0107,CUS00039,1,368.5,0.0,0.0,368.5,credit_card,online,USD
TXN0000134,2024-04-26 11:03:00,STR013,PRD0104,CUS00179,1,398.02,0.0,0.0,398.02,debit_card,in_store,USD
TXN0000135,2024-10-19 20:01:00,STR022,PRD0112,CUS00351,4,268.87,0.0,0.0,1075.48,credit_card,mobile_app,USD
TXN0000136,2024-02-12 13:07:00,STR005,PRD0013,CUS00427,1,80.66,0.0,0.0,80.66,gift_card,mobile_app,USD
TXN0000137,2024-02-22 21:26:00,STR002,PRD0012,CUS00105,5,233.86,0.0,0.0,1169.3,cash,in_store,USD
TXN0000138,2024-12-12 20:48:00,STR022,PRD0039,CUS00085,3,415.77,0.0,0.0,1247.31,gift_card,mobile_app,USD
TXN0000139,2024-04-15 21:57:00,STR009,PRD0039,CUS00403,3,415.77,0.0,0.0,1247.31,debit_card,mobile_app,USD
TXN0000140,2024-02-16 11:11:00,STR023,PRD0071,CUS00052,3,327.28,0.0,0.0,981.84,mobile_pay,mobile_app,USD
TXN0000141,2024-08-31 13:26:00,STR010,PRD0004,CUS00401,3,602.78,0.0,0.0,1808.34,mobile_pay,online,USD
TXN0000142,2024-12-06 18:19:00,STR007,PRD0111,CUS00226,5,661.33,0.0,0.0,3306.65,gift_card,online,USD
TXN0000143,2024-05-07 15:22:00,STR008,PRD0046,,3,719.52,0.0,0.0,2158.56,gift_card,online,USD
TXN0000144,2024-04-21 10:30:00,STR017,PRD0008,CUS00485,2,455.65,0.0,0.0,911.3,debit_card,mobile_app,USD
TXN0000145,2024-07-24 15:15:00,STR013,PRD0026,CUS00415,4,172.92,0.05,34.58,657.1,gift_card,mobile_app,USD
TXN0000146,2024-12-28 08:39:00,STR022,PRD0022,CUS00424,3,146.15,0.0,0.0,438.45,debit_card,in_store,USD
TXN0000147,2024-07-30 16:02:00,STR022,PRD0111,CUS00340,5,661.33,0.0,0.0,3306.65,gift_card,online,USD
TXN0000148,2024-02-25 19:14:00,STR012,PRD0010,CUS00102,1,276.68,0.0,0.0,276.68,cash,online,USD
TXN0000149,2024-10-14 20:52:00,STR023,PRD0001,CUS00187,3,137.75,0.0,0.0,413.25,gift_card,online,USD
TXN0000150,2024-06-07 18:08:00,STR012,PRD0007,CUS00107,2,274.3,0.0,0.0,548.6,cash,in_store,USD
TXN0000151,2024-12-17 19:11:00,STR022,PRD0116,CUS00297,1,648.85,0.1,64.89,583.96,gift_card,mobile_app,USD
TXN0000152,2024-05-22 19:30:00,STR012,PRD0070,CUS00123,2,31.14,0.0,0.0,62.28,cash,online,USD
TXN0000153,2024-08-09 21:22:00,STR003,PRD0117,CUS00210,4,54.14,0.0,0.0,216.56,credit_card,in_store,USD
TXN0000154,2024-01-26 11:42:00,STR007,PRD0106,,4,558.66,0.05,111.73,2122.91,mobile_pay,mobile_app,USD
TXN0000155,2024-07-03 14:26:00,STR016,PRD0008,CUS00290,1,455.65,0.0,0.0,455.65,credit_card,online,USD
TXN0000156,2024-05-17 09:02:00,STR014,PRD0080,CUS00232,1,270.17,0.0,0.0,270.17,gift_card,online,USD
TXN0000157,2024-07-28 10:29:00,STR008,PRD0112,CUS00093,2,268.87,0.0,0.0,537.74,credit_card,online,USD
TXN0000158,2024-05-27 13:58:00,STR006,PRD0114,CUS00040,1,596.37,0.05,29.82,566.55,cash,online,USD
TXN0000159,2024-05-11 14:08:00,STR010,PRD0118,CUS00182,5,317.96,0.0,0.0,1589.8,credit_card,in_store,USD
TXN0000160,2024-12-28 17:02:00,STR005,PRD0064,CUS00354,2,475.35,0.15,142.6,808.1,cash,in_store,USD
TXN0000161,2024-04-23 21:45:00,STR020,PRD0062,CUS00456,5,355.41,0.0,0.0,1777.05,credit_card,in_store,USD
TXN0000162,2024-10-31 18:32:00,STR002,PRD0007,CUS00458,1,274.3,0.0,0.0,274.3,gift_card,online,USD
TXN0000163,2024-12-27 08:10:00,STR023,PRD0084,CUS00145,2,127.62,0.0,0.0,255.24,debit_card,mobile_app,USD
TXN0000164,2024-04-14 10:05:00,STR016,PRD0023,CUS00434,3,249.34,0.15,112.2,635.82,credit_card,mobile_app,USD
TXN0000165,2024-08-13 19:21:00,STR022,PRD0065,,5,286.09,0.15,214.57,1215.88,mobile_pay,in_store,USD
TXN0000166,2024-05-21 15:57:00,STR021,PRD0111,CUS00108,4,661.33,0.0,0.0,2645.32,gift_card,online,USD
TXN0000167,2024-06-25 20:23:00,STR007,PRD0084,CUS00181,4,127.62,0.0,0.0,510.48,credit_card,online,USD
TXN0000168,2024-07-26 18:43:00,STR011,PRD0013,CUS00097,1,80.66,0.0,0.0,80.66,gift_card,mobile_app,USD
TXN0000169,2024-01-13 20:12:00,STR007,PRD0074,CUS00489,1,304.27,0.0,0.0,304.27,gift_card,in_store,USD
TXN0000170,2024-11-13 21:02:00,STR006,PRD0046,CUS00282,3,719.52,0.15,323.78,1834.78,credit_card,online,USD
TXN0000171,2024-01-24 10:34:00,STR009,PRD0019,CUS00457,5,351.82,0.0,0.0,1759.1,debit_card,online,USD
TXN0000172,2024-07-04 19:51:00,STR015,PRD0079,CUS00327,4,643.15,0.0,0.0,2572.6,gift_card,online,USD
TXN0000173,2024-05-06 14:13:00,STR010,PRD0114,CUS00219,1,596.37,0.0,0.0,596.37,mobile_pay,mobile_app,USD
TXN0000174,2024-02-15 15:25:00,STR005,PRD0101,CUS00309,2,437.08,0.05,43.71,830.45,debit_card,in_store,USD
TXN0000175,2024-09-02 19:13:00,STR018,PRD0078,CUS00361,1,678.93,0.0,0.0,678.93,gift_card,in_store,USD
TXN0000176,2024-10-27 09:35:00,STR012,PRD0086,,5,139.31,0.0,0.0,696.55,cash,online,USD
TXN0000177,2024-04-11 21:05:00,STR012,PRD0004,CUS00257,3,602.78,0.0,0.0,1808.34,cash,mobile_app,USD
TXN0000178,2024-01-25 11:13:00,STR017,PRD0050,CUS00319,5,201.33,0.0,0.0,1006.65,mobile_pay,in_store,USD
TXN0000179,2024-06-29 20:16:00,STR011,PRD0072,CUS00359,5,500.55,0.0,0.0,2502.75,credit_card,mobile_app,USD
TXN0000180,2024-08-24 20:25:00,STR011,PRD0098,CUS00319,4,244.56,0.05,48.91,929.33,credit_card,mobile_app,USD
TXN0000181,2024-06-07 17:46:00,STR016,PRD0093,CUS00466,4,410.67,0.0,0.0,1642.68,gift_card,mobile_app,USD
TXN0000182,2024-06-04 13:30:00,STR002,PRD0044,CUS00369,3,126.49,0.05,18.97,360.5,cash,online,USD
TXN0000183,2024-05-07 09:23:00,STR005,PRD0064,CUS00188,2,475.35,0.0,0.0,950.7,mobile_pay,in_store,USD
TXN0000184,2024-11-22 15:06:00,STR003,PRD0090,CUS00478,2,69.19,0.0,0.0,138.38,gift_card,in_store,USD
TXN0000185,2024-04-29 15:11:00,STR021,PRD0033,CUS00364,1,269.98,0.0,0.0,269.98,mobile_pay,in_store,USD
TXN0000186,2024-03-04 19:28:00,STR019,PRD0086,CUS00074,5,139.31,0.0,0.0,696.55,debit_card,in_store,USD
TXN0000187,2024-09-15 15:49:00,STR017,PRD0030,,2,80.67,0.0,0.0,161.34,credit_card,in_store,USD
TXN0000188,2024-07-31 18:06:00,STR019,PRD0050,CUS00103,3,201.33,0.05,30.2,573.79,cash,online,USD
TXN0000189,2024-03-28 10:10:00,STR006,PRD0098,CUS00234,2,244.56,0.0,0.0,489.12,debit_card,online,USD
TXN0000190,2024-03-04 12:11:00,STR007,PRD0087,CUS00183,2,488.55,0.05,48.86,928.24,credit_card,in_store,USD
TXN0000191,2024-04-20 20:14:00,STR013,PRD0053,CUS00382,4,321.56,0.0,0.0,1286.24,credit_card,mobile_app,USD
TXN0000192,2024-01-09 20:37:00,STR023,PRD0044,CUS00236,3,126.49,0.0,0.0,379.47,mobile_pay,online,USD
TXN0000193,2024-11-27 13:27:00,STR018,PRD0107,CUS00040,5,368.5,0.05,92.12,1750.38,mobile_pay,in_store,USD
TXN0000194,2024-06-28 13:27:00,STR014,PRD0070,CUS00382,3,31.14,0.0,0.0,93.42,cash,online,USD
TXN0000195,2024-02-09 10:47:00,STR002,PRD0100,CUS00425,5,576.59,0.0,0.0,2882.95,mobile_pay,mobile_app,USD
TXN0000196,2024-02-28 12:07:00,STR010,PRD0080,CUS00375,5,270.17,0.1,135.09,1215.76,debit_card,mobile_app,USD
TXN0000197,2024-12-08 21:33:00,STR015,PRD0073,CUS00148,4,577.08,0.0,0.0,2308.32,debit_card,in_store,USD
TXN0000198,2024-08-17 21:45:00,STR010,PRD0027,,1,490.08,0.0,0.0,490.08,credit_card,mobile_app,USD
TXN0000199,2024-09-27 10:13:00,STR019,PRD0001,CUS00491,4,137.75,0.0,0.0,551.0,debit_card,mobile_app,USD
TXN0000200,2024-02-21 21:48:00,STR010,PRD0110,CUS00118,4,406.78,0.0,0.0,1627.12,gift_card,in_store,USD
TXN0000201,2024-01-02 14:59:00,STR010,PRD0041,CUS00351,5,491.81,0.0,0.0,2459.05,debit_card,mobile_app,USD
TXN0000202,2024-10-08 18:50:00,STR020,PRD0093,CUS00107,4,410.67,0.0,0.0,1642.68,mobile_pay,in_store,USD
TXN0000203,2024-11-18 08:12:00,STR005,PRD0069,CUS00449,3,527.04,0.2,316.22,1264.9,cash,mobile_app,USD
TXN0000204,2024-02-02 12:44:00,STR004,PRD0097,CUS00186,4,118.36,0.0,0.0,473.44,debit_card,in_store,USD
TXN0000205,2024-06-07 14:44:00,STR020,PRD0021,CUS00264,1,411.07,0.0,0.0,411.07,mobile_pay,mobile_app,USD
TXN0000206,2024-12-24 17:24:00,STR006,PRD0083,CUS00463,1,247.1,0.0,0.0,247.1,credit_card,in_store,USD
TXN0000207,2024-12-19 09:24:00,STR011,PRD0120,CUS00065,4,136.37,0.05,27.27,518.21,debit_card,in_store,USD
TXN0000208,2024-06-18 10:47:00,STR005,PRD0022,CUS00454,3,146.15,0.0,0.0,438.45,cash,mobile_app,USD
TXN0000209,2024-02-13 11:16:00,STR004,PRD0076,,2,33.66,0.0,0.0,67.32,credit_card,mobile_app,USD
TXN0000210,2024-05-27 19:37:00,STR010,PRD0062,CUS00128,3,355.41,0.0,0.0,1066.23,credit_card,in_store,USD
